id,created_at,updated_at,code,fabric_weave,currency,supplier_id,price,name,fabric_blend_one,fabric_blend_one_percent,fabric_blend_two,fabric_blend_two_percent,fabric_blend_three,fabric_blend_three_percent,weight,weight_unit,end_use/0,end_use/1,end_use/2,fabric_type,price_unit,status,deleted_at,only_for_brands/0,published,description,dispatch_time_sample,factory_location,construction,width,width_unit,finishing,properties/0,dispatch_time_mass_quantity_min,dispatch_time_mass_quantity_max,origin,colour,tsa_stamps,minimal_order_quantity,crowd_source_available,moq_details,uuid,notify_fc_team,moq,swatch_price,swatch_quantity,archived_at,end_use/3,end_use/4,only_for_brands/1,properties/1,properties/2,properties/3,properties/4,properties/5,properties/6,properties/7,only_for_brands/2,end_use/5,properties/8,only_for_brands/3,only_for_brands/4,only_for_brands/5,only_for_brands/6,only_for_brands/7,end_use/6,end_use/7,only_for_brands/8,only_for_brands/9,only_for_brands/10,only_for_brands/11,only_for_brands/12,only_for_brands/13,only_for_brands/14,only_for_brands/15,only_for_brands/16,only_for_brands/17,only_for_brands/18,only_for_brands/19,only_for_brands/20,only_for_brands/21,only_for_brands/22
2377,2021-06-16T19:25:09.949Z,2021-07-20T09:21:45.963Z,34536/705997,,USD,46,0,XXXXXXXXXX97,Recycled Polyester,100,,,,,,g/m2,,,,Woven,m,private,,,TRUE,Parley Yarn,5-7 days,Italy,,,cm,,,63,70,virtualexpo,,,35,,,6f135d05-bc04-46cb-961f-f5f43c78f190,FALSE,35,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,2021-06-16T19:25:09.965Z,2021-07-20T09:21:45.976Z,34537/705996,,USD,46,0,XXXXXXXXXX96,Recycled Polyester,100,,,,,,g/m2,,,,Woven,m,private,,,TRUE,Parley Yarn,5-7 days,Italy,,,cm,,,63,70,virtualexpo,,,35,,,d80dae2b-5b3b-43ea-a3dd-5402f9e734a2,FALSE,35,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,2021-06-18T04:25:26.129Z,2021-06-18T04:25:26.129Z,BANANATEX® White TWILL - uncoated,Twill,USD,33,0,XXXXXXXXXX� White TWILL - uncoated,Abaca (banana plant),100,,,,,280,g/m2,Caps & Hats,Jacket,Pants,Woven,m,private,,,TRUE,"Bananatex® is the world’s first durable, waterproof fabric made purely from Banana plants. The banana plant (Abacá) is cultivated in a permaculture environment in the Philippines. The plant is sturdy, self-sufficient, requiring no pesticides or extra water. Grown within a natural ecosystem of sustainable mixed agriculture and forestry, banana plant permaculture has contributed to reforestation in areas of former Philippine jungle eroded by soil damage due to monocultural palm plantations. In one year, one banana tree can compensate for the CO2 emissions of production and transport of more than ten bags made from its fibre. Product design is based on a zero-waste concept. Bananatex® can be composted to close the product cycle loop, from plant to bag and back into the soil.",,Taiwan,,144,cm,Natural wax coating,Durable Water Repellent (DWR),80,100,,any color possible,,550,,,37527e81-c95d-45f9-8c0c-f336621e4ff6,FALSE,550,2,40,,Trench Coat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,2020-12-09T20:39:05.584Z,2021-06-19T05:19:35.070Z,ROFC 7515-BL3,Plain,USD,68,0,XXXXXXXXXXcled Polyester,Recycled Polyester,100,,,,,125,g/m2,Jacket,Pants,Shirt,Woven,m,private,,,TRUE,"This chemically recycled polyester is made from fabric offcuts, discarded clothes and textile waste. Recyctex cares about the life cycle of the fabric they create. Their own weaving mills and supply chain partners are powered by hydropower, wind-power, and solar electricity. Their baseline for yarn selection is that it must be 100% recycled material made from post-consumer and pre-consumer waste, and animal-free. More than 70% of recycled yarns are made locally from China. Only speciality recycled yarns, such as those made from ocean plastic, are imported from Taiwan, Spain and Italy. During the weaving process, yarn waste will be collected for recycling. They work with local yarn suppliers for spin-dyeing to reduce the consumption of water, dyestuff and energy.",5 days,China,,144,cm,P/D+TPU 5K/5K+Mesh,,30,40,virtualexpo,,,300,,,34a87885-16cf-425b-93e3-47ac5a9dad5d,FALSE,300,2,0,,Skirt,Shorts,,,,,,,,,,Bags & Wallets,,,,,,,Caps & Hats,,,,,,,,,,,,,,,,
1993,2021-02-09T21:46:34.783Z,2021-06-19T05:19:35.317Z,ROME 4050-BL,Plain,USD,68,5,XXXXXXXXXXcled Polyester,Recycled Polyester,100,,,,,170,g/m2,Jacket,Pants,Shirt,Woven,m,public,,,TRUE,"This material is made from 100% post-consumer recycled PET bottles. Recyctex cares about the life cycle of the fabric they create. Their own weaving mills and supply chain partners are powered by hydropower, wind-power, and solar electricity. Their baseline for yarn selection is that it must be 100% recycled material made from post-consumer and pre-consumer waste, and animal-free. More than 70% of recycled yarns are made locally from China. Only speciality recycled yarns, such as those made from ocean plastic, are imported from Taiwan, Spain and Italy. During the weaving process, yarn waste will be collected for recycling. They work with local yarn suppliers for spin-dyeing to reduce the consumption of water, dyestuff and energy.",5 days,China,75D*150D,144,cm,P/D+C0 W/R+TPU10K/10K,Water Repellent (W/R),30,40,,,,3000,,"MOQ: SMS orders (below MOQ but > 300 meter) are possible with surcharge. MCQ: 1000 meter (below MCQ possible with dyeing surcharge of $200/colour for SMS, or $300/colour for Bulk)",65b23fb3-f0ba-4f12-9085-487c1b194c79,FALSE,3000,2,12,,Skirt,Shorts,,Waterproof (W/P),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,2021-06-18T04:30:09.739Z,2021-07-14T08:27:08.696Z,BANANATEX® White TWILL - uncoated,Twill,USD,33,0,XXXXXXXXXX� White TWILL - uncoated,,100,,,,,280,g/m2,Caps & Hats,Jacket,Pants,Woven,m,private,,D3CO,TRUE,"Bananatex® is the world’s first durable, waterproof fabric made purely from Banana plants. The banana plant (Abacá) is cultivated in a permaculture environment in the Philippines. The plant is sturdy, self-sufficient, requiring no pesticides or extra water. Grown within a natural ecosystem of sustainable mixed agriculture and forestry, banana plant permaculture has contributed to reforestation in areas of former Philippine jungle eroded by soil damage due to monocultural palm plantations. In one year, one banana tree can compensate for the CO2 emissions of production and transport of more than ten bags made from its fibre. Product design is based on a zero-waste concept. Bananatex® can be composted to close the product cycle loop, from plant to bag and back into the soil.",,Taiwan,,144,cm,Natural wax coating,Durable Water Repellent (DWR),80,100,,any color possible,,550,FALSE,,6c037332-78e9-476c-83f7-066173ecde4d,FALSE,550,2,39,,Trench Coat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,2020-07-26T21:49:34.965Z,2021-07-27T14:40:53.411Z,beLEAF™ CAMOUF/SHINY/WOODY/LINEN GREEN APPLE,,EUR,54,36,XXXXXXXXXXCAMOUF/SHINY/WOODY/LINEN GREEN APPLE,BeLeaf,100,,,,,,g/m2,Bags & Wallets,Caps & Hats,Shoes,Leather / Skin,m,public,,,TRUE,"Nova Kaeru has also developed a vegan “leather” alternative called beLeaf™, derived from the large tropical plant leaves (called ‘Elephant Ear’) and tanned with an organic process. The tropical plant leaves are not monoculture, commercial crops – they are renewable resources that grow freely on the banks of forests and rivers. They are collected in sustainable areas near the Nova Kaeru facilities and planted together with reforestation farms. The close proximity of beLeaf™ production decreases the carbon footprint, and emissions are offset by the positive impact of reforestation, which provides oxygen to the atmosphere. In addition, organic waste from the tanning processes are composted and reused as soil nutrients to help protect biodiversity and waterways, and water from tanning is reused for irrigation of the plants. Nova Kaeru has developed its own organic, chrome-free tanning technology based on a blend of biodegradable acrylic resins, polymers, glutaraldehyde, synthetic & vegetable tannins. This more sustainable tanning approach leads to superior, quality materials free of heavy metals that are environmentally safe. PLEASE NOTE, THIS PRODUCT IS IRREGULAR IN SHAPE SO IT'S PRICED AND SOLD AS INDIVIDUAL PIECES - THE EXACT PRICE MIGHT VARY. THIS PRODUCT IS NOT AVAILABLE FOR SALE IN THE U.S.A.",1-5 days,Brazil,,,cm,,,45,50,,,,1,,,591f84eb-5338-4e95-8d17-67d2dfb9c52d,FALSE,1,2,0,,Jacket,Pants,,,,,,,,,,Skirt,,,,,,,,,,,,,,,,,,,,,,,
2400,2021-06-16T20:07:57.202Z,2021-06-18T05:06:57.433Z,SILK FUR,,USD,70,0,XXXXXXXXXXlk Fur,Organic Silk,100,,,,,,g/m2,,,,Woven,m,private,,,TRUE,"This GOTS certified silk is produced in an organic and non-cruel process. The silkworms are grown to cultivate silk without using any kind of pesticide, fungicide or genetic spray. Most of the piercing, reeling and twisting of the cocoons is done by local women. This fabric is produced on a power loom.",5-7 days,India,,114,cm,,,28,42,virtualexpo,,,45,,MOQ is 1 roll (45-49m),M-23d540985c40804-17-5dd,FALSE,45,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,2021-06-17T16:37:35.205Z,2021-07-28T12:45:00.902Z,Ventile Eco 230 RCO,Plain,USD,32,22,XXXXXXXXXX Plain Recycled Cotton 230 gsm,Recycled Cotton,100,,,,,230,g/m2,Coat,Hardshell Jacket,,Woven,m,public,,,TRUE,,5-7 days,Switzerland,Ne 30/2 x NE 30/2,152,cm,PFC free DWR,Anti-Abrasion,25,30,virtualexpo,reactive dyes acc. Reach,,10,,"10m for colours in stock, 300m for new colours",M-3980e813d1fa97-4e-59d,FALSE,10,2,35,,,,,Breathable,Durable Water Repellent (DWR),Wind Proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534,2021-06-17T16:41:22.619Z,2021-07-06T18:30:41.126Z,Ventile Eco 205,Plain,USD,32,0,XXXXXXXXXX Organic Cotton Hemp,Organic Cotton,68,Hemp,32,,0,205,g/m2,Coat,Hardshell Jacket,,Woven,m,private,,,TRUE,,5-7 days,Switzerland,,152,cm,PFC free DWR,Anti-Abrasion,25,30,virtualexpo,reactive dyes acc. Reach,,0,,,M-23f09111cd4ad8a-4e-138,FALSE,0,2,9,2021-07-06T18:30:40.879Z,,,,Breathable,Durable Water Repellent (DWR),Wind Proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,2021-06-17T16:37:35.272Z,2021-07-02T09:41:19.837Z,Ventile L19 ORG,Plain,USD,32,33,XXXXXXXXXX9 ORG: Waterproof Organic Cotton 240 gsm,Organic Cotton,100,,,,,240,g/m2,Coat,Hardshell Jacket,,Woven,m,public,,,TRUE,"Made from sustainably grown organic certified cottons that have not been exposed to pesticides or chemical fertilisers and use low-impact processing methods and materials. Ventile Organic is woven from premium extra-long-staple cotton that represents only 0.04% of the overall cotton produced worldwide. This unique fully twisted cotton yarn increases garment durability and lifespan. This reduces the unnecessary frequency of consumer purchases, limiting the negative impact of textiles production upon the environment.",5-7 days,Switzerland,,152,cm,PFC free DWR,Anti-Abrasion,25,30,virtualexpo,reactive dyes acc. Reach,,10,,"10m for colours in stock, 300 for new colours",6d11db9a-1f48-462f-a6bf-6f687a26346c,FALSE,10,2,36,,,,,Breathable,Durable Water Repellent (DWR),Wind Proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,2021-06-17T16:37:35.224Z,2021-07-02T09:50:54.678Z,Ventile Eco 250 RCO,Twill,USD,32,22,XXXXXXXXXX Twill Recycled Cotton 250 gsm,Recycled Cotton,100,,,,,250,g/m2,Coat,Hardshell Jacket,,Woven,m,public,,,TRUE,,5-7 days,Switzerland,Ne 30/2 x NE 30/2,152,cm,PFC free DWR,Anti-Abrasion,25,30,virtualexpo,reactive dyes acc. Reach,,10,,"10m for colours in stock, 300m for new colours",M-3980e8164e7ae5-4e-ea,FALSE,10,2,5,,,,,Breathable,Durable Water Repellent (DWR),Wind Proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439,2021-06-17T05:47:30.467Z,2021-07-27T14:40:53.425Z,beLEAF™ GREEN APPLE MATTE CAMOUFLAGE,,EUR,54,36,XXXXXXXXXXGREEN APPLE MATTE CAMOUFLAGE,BeLeaf,100,,,,,,g/m2,Bags & Wallets,Caps & Hats,Shoes,Leather / Skin,m,public,,,TRUE,"Nova Kaeru has also developed a vegan “leather” alternative called beLeaf™, derived from the large tropical plant leaves (called ‘Elephant Ear’) and tanned with an organic process. The tropical plant leaves are not monoculture, commercial crops – they are renewable resources that grow freely on the banks of forests and rivers. They are collected in sustainable areas near the Nova Kaeru facilities and planted together with reforestation farms. The close proximity of beLeaf™ production decreases the carbon footprint, and emissions are offset by the positive impact of reforestation, which provides oxygen to the atmosphere. In addition, organic waste from the tanning processes are composted and reused as soil nutrients to help protect biodiversity and waterways, and water from tanning is reused for irrigation of the plants. Nova Kaeru has developed its own organic, chrome-free tanning technology based on a blend of biodegradable acrylic resins, polymers, glutaraldehyde, synthetic & vegetable tannins. This more sustainable tanning approach leads to superior, quality materials free of heavy metals that are environmentally safe. PLEASE NOTE, THIS PRODUCT IS IRREGULAR IN SHAPE SO IT'S PRICED AND SOLD AS INDIVIDUAL PIECES - THE EXACT PRICE MIGHT VARY. THIS PRODUCT IS NOT AVAILABLE FOR SALE IN THE U.S.A.",1-5 days,Brazil,,,cm,,,45,50,virtualexpo,,,1,,,M-23d80d4a437d7ce-3b-505,FALSE,1,2,0,,Jacket,Pants,,,,,,,,,,Skirt,,,,,,,,,,,,,,,,,,,,,,,
849,2020-06-03T16:04:44.745Z,2021-07-29T15:00:06.485Z,RAMSAY,Single Jersey,EUR,44,24.5,XXXXXXXXXXsey Recycled Wool Recycled Nylon,Recycled Wool,60,Recycled Nylon,21,Recycled Polyester,15,550,g/m2,Dress,Skirt,Sweatshirt,Knit,m,public,,,TRUE,,5-7 days,Italy,,150,cm,,,28,35,,,,50,FALSE,,885b7638-c989-430e-9e4c-205d5b4b0494,FALSE,50,2,44,,Pants,Coat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,2020-07-29T09:27:28.837Z,2021-07-29T15:00:06.526Z,ROGER,Single Jersey,EUR,44,15.6,XXXXXXXXXXsey Recycled Wool Recycled Nylon,Recycled Wool,75,Recycled Nylon,25,,0,390,g/m2,Dress,Skirt,Sweatshirt,Knit,m,public,,,TRUE,DOUBLE FACED RECYCLED WOOL KNIT,1-3 days,Italy,,210,cm,,,30,35,,,,50,FALSE,,32677763-7f88-4c3a-bae4-6f36999518b9,FALSE,50,2,12,,Pants,Coat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,2021-04-29T16:07:57.113Z,2021-06-18T11:19:13.244Z,AL1017V,Plain,EUR,80,11.57,XXXXXXXXXX Organic Cotton,Wool,78,Organic Cotton,22,,,254,g/m2,Sweater,Sweatshirt,Mid Layer,Knit,m,public,,,TRUE,"Felt wool, natural colour gr 400",3 days,Italy,,150,cm,,,42,56,,,,300,,per colour,d7b57c8c-1df2-410e-aff8-b3975dc2d627,FALSE,300,2,11,,Jacket,Coat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489,2021-06-17T16:07:32.362Z,2021-06-19T05:19:35.349Z,ROME 4050-PU,Plain,USD,68,12,XXXXXXXXXXcled Polyester,Recycled Polyester,100,,,,,144,g/m2,Jacket,Pants,Shirt,Woven,m,public,,,TRUE,"This material is made from 100% post-consumer recycled PET bottles. Recyctex cares about the life cycle of the fabric they create. Their own weaving mills and supply chain partners are powered by hydropower, wind-power, and solar electricity. Their baseline for yarn selection is that it must be 100% recycled material made from post-consumer and pre-consumer waste, and animal-free. More than 70% of recycled yarns are made locally from China. Only speciality recycled yarns, such as those made from ocean plastic, are imported from Taiwan, Spain and Italy. During the weaving process, yarn waste will be collected for recycling. They work with local yarn suppliers for spin-dyeing to reduce the consumption of water, dyestuff and energy.",5 days,China,75D*150D,144,cm,P/D+W/R+PU COATING,Water Repellent (W/R),30,40,virtualexpo,,,3000,,"MOQ: SMS orders (below MOQ but > 300 meter) are possible with surcharge. MCQ: 1000 meter (below MCQ possible with dyeing surcharge of $200/colour for SMS, or $300/colour for Bulk)",M-240b9d2b39194c7-46-63e,FALSE,3000,2,12,,Skirt,Shorts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490,2021-06-17T16:07:32.378Z,2021-06-19T05:19:35.412Z,ROME 4099-PU,Plain,USD,68,4.2,XXXXXXXXXXcled Polyester,Recycled Polyester,100,,0,,0,220,g/m2,Jacket,Pants,Shirt,Woven,m,public,,,TRUE,"This chemically recycled polyester is made from fabric offcuts, discarded clothes and textile waste and is suitable for Bag/Bacckpack. Recyctex cares about the life cycle of the fabric they create. Their own weaving mills and supply chain partners are powered by hydropower, wind-power, and solar electricity. Their baseline for yarn selection is that it must be 100% recycled material made from post-consumer and pre-consumer waste, and animal-free. More than 70% of recycled yarns are made locally from China. Only speciality recycled yarns, such as those made from ocean plastic, are imported from Taiwan, Spain and Italy. During the weaving process, yarn waste will be collected for recycling. They work with local yarn suppliers for spin-dyeing to reduce the consumption of water, dyestuff and energy.",5 days,China,150D*150D,144,cm,P/D+W/R+PU Coating,Water Repellent (W/R),30,40,virtualexpo,,,3000,,"MOQ: SMS orders (below MOQ but > 300 meter) are possible with surcharge. MCQ: 1000 meter (below MCQ possible with dyeing surcharge of $200/colour for SMS, or $300/colour for Bulk)",13ede7ea-c030-43e6-93df-6e92a4225dfd,FALSE,3000,2,8,,Skirt,Shorts,,,,,,,,,,Bags & Wallets,,,,,,,Caps & Hats,,,,,,,,,,,,,,,,
2491,2021-06-17T16:07:32.396Z,2021-06-19T05:19:35.477Z,ROME 5002-PU,Plain,USD,68,3.6,XXXXXXXXXXcled Polyester,Recycled Polyester,100,,,,,85,g/m2,Jacket,Pants,Shirt,Woven,m,public,,,TRUE,Recycled PET bottles and retrieved polyester fibres are the most common raw materials used for recycled polyester.,5 days,China,50D*50D,144,cm,P/D+W/R+PU Coating,Water Repellent (W/R),30,40,virtualexpo,,,3000,,"MOQ: SMS orders (below MOQ but > 300 meter) are possible with surcharge. MCQ: 1000 meter (below MCQ possible with dyeing surcharge of $200/colour for SMS, or $300/colour for Bulk)",57c94434-fd75-4a2a-a9a0-5f7f35d5a923,FALSE,3000,2,12,,Skirt,Shorts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,2020-06-23T12:40:48.212Z,2021-06-18T05:45:50.475Z,76000DP,Plain,EUR,48,60,XXXXXXXXXXuard Upcycled Silk (76000DP),Upcycled Silk,100,,,,,110,g/m2,Scarves,Dress,Skirt,Woven,m,public,,,TRUE,"The origin of RESILK® fabric comes from the desire to recover excessive waste generated from the silk processes, second-class fabrics and surplus production. All the RESILK® fabrics are made in Italy with 100% GRS certified regenerated pure silk yarn in partnership with Marchi & Fildi. There might be variation in appearance (impurities/irregularity) of the fabric as pre-consumer deadstock was selected and purified by hand.

Fabric design and colour can be customised.

Bulk Order Price (>70m): US$46",6 weeks,Italy,,151,cm,,,70,77,virtualexpo,,,35,,Sample: 35 m.  Bulk: 70 m,5afa6c91-1536-400c-abc2-1823ba4234d8,FALSE,35,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,2021-06-17T21:03:29.798Z,2021-07-28T10:40:59.036Z,DHDD20200026,,USD,59,0,XXXXXXXXXXtton Recycled Polyester,Organic Cotton,55,Recycled Polyester,45,,,163,g/m2,Base Layer,Sweatshirt,T-Shirt,Knit,m,private,,,TRUE,,7-10 days,Turkey,,170,cm,Softener,,21,28,virtualexpo,,,1000,,,M-395e6441956227-5c-3fb,FALSE,1000,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,2021-06-17T21:03:29.814Z,2021-07-28T10:40:59.049Z,DHDD20200027,,USD,59,0,XXXXXXXXXXolyester Organic Cotton,Recycled Polyester,81,Organic Cotton,7,TENCEL Lyocell,7,210,g/m2,Mid Layer,Sweater,Sweatshirt,Knit,m,private,,,TRUE,,7-10 days,Turkey,,100,cm,Softener,,21,28,virtualexpo,,,1000,,,M-395e645b2696a8-5c-66,FALSE,1000,2,0,,Sweatpant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,2021-06-17T21:03:29.848Z,2021-07-28T10:40:59.076Z,DHDD20210011,,USD,59,0,XXXXXXXXXXtton Recycled Polyester,Organic Cotton,50,Recycled Polyester,50,,,210,g/m2,Mid Layer,Sweater,Sweatshirt,Knit,m,private,,,TRUE,,7-10 days,Turkey,,200,cm,Softener,,21,28,virtualexpo,,,1000,,,M-5c22535b89429-5c-50c,FALSE,1000,2,12,,Sweatpant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,2021-06-17T21:03:29.863Z,2021-07-28T10:40:59.090Z,DHDD20210025,,USD,59,0,XXXXXXXXXXcell Recycled Polyester,TENCEL Lyocell,42,Recycled Polyester,36,Organic Cotton,22,310,g/m2,Mid Layer,Sweater,Sweatshirt,Knit,m,private,,,TRUE,,7-10 days,Turkey,,170,cm,Softener,,21,28,virtualexpo,,,1000,,,M-39957410c39215-5c-249,FALSE,1000,2,12,,Sweatpant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,2021-06-17T21:03:29.895Z,2021-07-28T10:40:59.116Z,DHDS20200001,,USD,59,0,XXXXXXXXXXolyester,Recycled Polyester,100,,,,,270,g/m2,Mid Layer,Sweater,Sweatshirt,Knit,m,private,,,TRUE,,7-10 days,Turkey,,145,cm,Softener,,21,28,virtualexpo,,,1000,,,M-23dafe273d3477f-5c-365,FALSE,1000,2,0,,Sweatpant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,2021-06-17T21:03:29.912Z,2021-07-28T10:40:59.129Z,DHDS20200005,,USD,59,0,XXXXXXXXXXolyester,Recycled Polyester,100,,,,,210,g/m2,Mid Layer,Sweater,Sweatshirt,Knit,m,private,,,TRUE,,7-10 days,Turkey,,150,cm,Softener,,21,28,virtualexpo,,,500,,,M-23dafed5f1424c5-5c-48c,FALSE,500,2,0,,Sweatpant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,2021-06-17T21:03:29.927Z,2021-07-28T10:40:59.143Z,DHRD20170193,,USD,59,0,XXXXXXXXXXtton,Organic Cotton,100,,,,,155,g/m2,Base Layer,Sweatshirt,T-Shirt,Knit,m,private,,,TRUE,,7-10 days,Turkey,,175,cm,Softener,,21,28,virtualexpo,,,1000,,,M-23dafa8681332ec-5c-521,FALSE,1000,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,2021-06-17T21:03:29.942Z,2021-07-28T10:40:59.156Z,DHRD20180036,,USD,59,0,XXXXXXXXXXiscose) Elastane / OP / Spandex,EcoVero (Viscose),96,Elastane / OP / Spandex,4,,,200,g/m2,Mid Layer,Sweater,Sweatshirt,Knit,m,private,,,TRUE,,7-10 days,Turkey,,180,cm,Softener,,21,28,virtualexpo,,,1000,,,M-395e5e6467599a-5c-140,FALSE,1000,2,0,,Sweatpant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,2021-06-17T21:03:29.958Z,2021-07-28T10:40:59.170Z,DHRD20180046,,USD,59,0,XXXXXXXXXXtton,Organic Cotton,100,,,,,160,g/m2,Base Layer,Sweatshirt,T-Shirt,Knit,m,private,,,TRUE,,7-10 days,Turkey,,160,cm,Softener,,21,28,virtualexpo,,,1000,,,M-395e65c3bdf605-5c-462,FALSE,1000,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,2021-06-17T21:03:29.973Z,2021-07-28T10:40:59.183Z,DHRD20180097,,USD,59,0,XXXXXXXXXXtton Lycra,Organic Cotton,95,Lycra,5,,,290,g/m2,Mid Layer,Sweater,Sweatshirt,Knit,m,private,,,TRUE,,7-10 days,Turkey,,190,cm,Softener,,21,28,virtualexpo,,,1000,,,M-23dafaaaf3e6f7e-5c-211,FALSE,1000,2,0,,Sweatpant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,2021-06-17T21:03:30.195Z,2021-07-28T10:40:59.249Z,DHRD20190209,,USD,59,0,XXXXXXXXXXtton Recycled Polyester,Organic Cotton,55,Recycled Polyester,45,,,220,g/m2,Mid Layer,Sweater,Sweatshirt,Knit,m,private,,,TRUE,,7-10 days,Turkey,,160,cm,Softener,,21,28,virtualexpo,,,1000,,,M-23daff3ad6e3ac9-5c-35c,FALSE,1000,2,0,,Sweatpant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,2021-06-17T21:03:30.210Z,2021-07-28T10:40:59.262Z,DHRD20200075,,USD,59,0,XXXXXXXXXXtton,Organic Cotton,100,,,,,300,g/m2,Mid Layer,Sweater,Sweatshirt,Knit,m,private,,,TRUE,,7-10 days,Turkey,,175,cm,Softener,,21,28,virtualexpo,,,1000,,,M-23daffc62109ce0-5c-3a9,FALSE,1000,2,0,,Sweatpant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,2021-06-17T21:03:30.131Z,2021-06-19T22:09:07.065Z,DHRD20190050,Single Jersey,USD,59,0,XXXXXXXXXXtton Jersey,Organic Cotton,100,,,,,160,g/m2,Base Layer,Sweatshirt,T-Shirt,Knit,m,private,,,TRUE,"Soft, dyed and slub look",7-10 days,Turkey,,150,cm,Softener,,21,28,virtualexpo,,,1000,,,M-23dafae2a22f8fa-5c-51f,FALSE,1000,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552,2021-06-17T21:03:30.147Z,2021-06-19T22:09:07.082Z,DHRD20190123,Single Jersey,USD,59,0,XXXXXXXXXXtton Elastane Jersey,Organic Cotton,95,Elastane / OP / Spandex,5,,,170,g/m2,Base Layer,Sweatshirt,T-Shirt,Knit,m,private,,,TRUE,"Soft, elastic, dyed and slub look",7-10 days,Turkey,,170,cm,Softener,,21,28,virtualexpo,,,1000,,,M-23dafaf251a445b-5c-655,FALSE,1000,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,2021-06-17T21:03:30.162Z,2021-06-19T22:09:07.099Z,DHRD20190173,Single Jersey,USD,59,0,XXXXXXXXXXZING Tencel Jersey,Cotton,50,TENCEL Lyocell,50,,,149,g/m2,Base Layer,Sweatshirt,T-Shirt,Knit,m,private,,,TRUE,"Soft, dyed",7-10 days,Turkey,,165,cm,Softener,,21,28,virtualexpo,,,500,,,M-23dafb08c219557-5c-18a,FALSE,500,2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554,2021-06-17T21:03:30.178Z,2021-06-19T22:09:07.115Z,DHRD20190174,Single Jersey,USD,59,0,XXXXXXXXXXdal Cotton Jersey,Modal,50,Cotton,50,,,147,g/m2,Base Layer,Sweatshirt,T-Shirt,Knit,m,private,,,TRUE,"Soft, dyed",7-10 days,Turkey,,165,cm,Softener,,21,28,virtualexpo,,,500,,,M-395e5e44066a66-5c-2d0,FALSE,500,2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537,2021-06-17T21:03:29.778Z,2021-07-28T10:40:58.985Z,D6030C_00,,USD,59,0,XXXXXXXXXXiscose) Lycra,EcoVero (Viscose),96,Lycra,4,,,220,g/m2,Mid Layer,Sweater,Sweatshirt,Knit,m,private,,,TRUE,,7-10 days,Turkey,,175,cm,Softener,,21,28,virtualexpo,,,1000,,,M-23e8b9899c5752f-5c-377,FALSE,1000,2,0,,Sweatpant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
